ubicacion,t_ms,pc_time_s,ax_ms2,ay_ms2,az_ms2,gx_dps,gy_dps,gz_dps
Asiento,1539048.0,1765877778.7915676,0.0,0.0,2.39420166015625e-05,-0.0017557251908396948,-0.001984732824427481,0.001450381679389313
Asiento,1539060.0,1765877778.7918696,-0.0,0.0,-0.0,-0.0012977099236641222,-0.0030534351145038168,0.0024427480916030535
Asiento,1539072.0,1765877778.7921698,-2.39420166015625e-05,-0.0,0.0,-0.0012977099236641222,-0.002900763358778626,0.0
Asiento,1539084.0,1765877778.7924702,-2.39420166015625e-05,0.0,-0.0,0.0003053435114503817,-0.003435114503816794,-0.000534351145038168
Asiento,1539096.0,1765877778.792772,-0.0,-0.0,0.0,-0.0015267175572519084,-0.003435114503816794,0.001450381679389313
Asiento,1539108.0,1765877778.793071,-0.0,-0.0,0.0,-0.00183206106870229,-0.003282442748091603,0.0024427480916030535
Asiento,1539120.0,1765877778.7933621,0.0,2.39420166015625e-05,0.0,-0.0015267175572519084,-0.0020610687022900765,0.0012213740458015267
Asiento,1539132.0,1765877778.7936795,-2.39420166015625e-05,-2.39420166015625e-05,2.39420166015625e-05,-0.0011450381679389313,-0.0003053435114503817,0.0016793893129770992
Asiento,1539144.0,1765877778.7941287,-2.39420166015625e-05,-0.0,0.0,-7.633587786259542e-05,-0.0030534351145038168,0.0012977099236641222
Asiento,1539156.0,1765877778.7944775,0.0,-0.0,-0.0,-0.001450381679389313,-0.0015267175572519084,0.0015267175572519084
Asiento,1539168.0,1765877778.7947688,0.0,2.39420166015625e-05,0.0,0.000916030534351145,-0.001068702290076336,0.0019083969465648854
Asiento,1539180.0,1765877778.795065,-0.0,0.0,0.0,-0.002213740458015267,-0.0026717557251908397,0.002519083969465649
Asiento,1539192.0,1765877778.7953598,-0.0,0.0,2.39420166015625e-05,-0.0012213740458015267,-0.002900763358778626,0.001068702290076336
Asiento,1539204.0,1765877778.795668,-2.39420166015625e-05,-0.0,2.39420166015625e-05,-0.001450381679389313,-0.0037404580152671754,0.0011450381679389313
Asiento,1539216.0,1765877778.7959647,-2.39420166015625e-05,0.0,2.39420166015625e-05,-0.001984732824427481,-0.002366412213740458,0.0012213740458015267
Asiento,1539228.0,1765877778.796272,-0.0,-0.0,-0.0,-0.0006106870229007634,-0.0020610687022900765,0.0004580152671755725
Asiento,1539240.0,1765877778.796572,-0.0,-0.0,2.39420166015625e-05,-0.00183206106870229,-0.0020610687022900765,0.0011450381679389313
Asiento,1539252.0,1765877778.7968752,-0.0,0.0,0.0,-0.0016030534351145038,-0.001450381679389313,-0.0003053435114503817
Asiento,1539264.0,1765877778.797174,-0.0,-0.0,0.0,-0.0009923664122137405,-0.00183206106870229,0.0016793893129770992
Asiento,1539276.0,1765877778.797464,-0.0,0.0,0.0,0.00015267175572519084,-0.0033587786259541984,0.002519083969465649
Asiento,1539288.0,1765877778.79777,-2.39420166015625e-05,0.0,-0.0,-0.0012977099236641222,-0.0012213740458015267,0.00183206106870229
Asiento,1539300.0,1765877778.7980762,-0.0,-2.39420166015625e-05,-0.0,-0.0013740458015267176,-0.002900763358778626,0.0012977099236641222
Asiento,1539312.0,1765877778.7983773,-0.0,-0.0,0.0,-0.0003053435114503817,-0.0028244274809160305,0.0026717557251908397
Asiento,1539324.0,1765877778.7986758,-4.7884033203125e-05,2.39420166015625e-05,9.576806640625e-05,-0.004961832061068702,-0.011450381679389313,0.0040458015267175575
Asiento,1539336.0,1765877778.7989745,2.39420166015625e-05,-0.0,-7.182604980468749e-05,-0.0016030534351145038,0.0008396946564885496,0.0024427480916030535
Asiento,1539348.0,1765877778.799262,-0.0,0.0,2.39420166015625e-05,0.0004580152671755725,0.008931297709923663,0.0009923664122137405
Asiento,1539360.0,1765877778.7995577,0.0,-0.0,0.0,-0.002137404580152672,-0.017557251908396944,0.0024427480916030535
Asiento,1539372.0,1765877778.799861,-2.39420166015625e-05,-0.0,-0.0,-0.001068702290076336,0.007251908396946565,0.0007633587786259542
Asiento,1539384.0,1765877778.8001564,-4.7884033203125e-05,2.39420166015625e-05,0.0001197100830078125,-0.0020610687022900765,-0.007099236641221375,0.003435114503816794
Asiento,1539396.0,1765877778.8004875,0.000526724365234375,-9.576806640625e-05,0.0007900865478515625,-0.0116793893129771,-0.07625954198473282,-0.04267175572519084
Asiento,1539408.0,1765877778.8007941,2.39420166015625e-05,0.0002154781494140625,-0.0002154781494140625,0.055572519083969464,-0.04160305343511451,-0.11038167938931298
Asiento,1539420.0,1765877778.8010926,0.0005985504150390625,7.182604980468749e-05,0.0004548983154296875,0.03557251908396947,-0.025725190839694656,-0.13770992366412213
Asiento,1539432.0,1765877778.8014066,0.00105344873046875,0.0004070142822265625,-0.00014365209960937497,-0.08725190839694656,0.08297709923664122,-0.3248854961832061
Asiento,1541261.0,1765877778.8042855,0.0020350714111328125,-0.0020829554443359375,-0.0028969840087890624,0.12931297709923664,-0.3933587786259542,0.08816793893129772
Asiento,1541273.0,1765877778.9089768,0.0019632453613281247,-0.0015083470458984373,-0.0024660277099609372,0.12519083969465647,-0.1168702290076336,-0.1066412213740458
Asiento,1541285.0,1765877778.911649,0.001987187377929687,-0.001580173095703125,-0.001915361328125,0.01549618320610687,0.05145038167938931,-0.25633587786259543
Asiento,1541297.0,1765877778.913406,0.0021068974609375,-0.0013886369628906248,-0.0020829554443359375,-0.11374045801526718,0.18603053435114505,-0.34122137404580155
Asiento,1541309.0,1765877778.915053,0.0020350714111328125,-0.0011252747802734373,-0.0020829554443359375,-0.12862595419847328,0.32763358778625956,-0.36259541984732824
Asiento,1541321.0,1765877778.9163733,0.0021787235107421873,-0.0014844050292968749,-0.0021308394775390624,-0.09931297709923664,0.5025190839694657,-0.4032824427480916
Asiento,1541333.0,1765877778.9175167,0.0021068974609375,-0.000622492431640625,-0.0018914193115234376,0.06694656488549618,0.5451145038167938,-0.2249618320610687
Asiento,1541345.0,1765877778.9187193,0.0020829554443359375,-0.0010055646972656248,-0.00181959326171875,0.14572519083969465,0.47954198473282444,-0.15709923664122136
Asiento,1541357.0,1765877778.9200563,0.002346317626953125,-0.00143652099609375,-0.0018914193115234376,0.10358778625954199,0.31,-0.2132824427480916
Asiento,1541369.0,1765877778.9213824,0.00220266552734375,-0.001197100830078125,-0.0018674772949218749,0.063206106870229,0.1399236641221374,-0.193206106870229
Asiento,1541381.0,1765877779.026272,0.0016041151123046876,-0.00014365209960937497,-0.0018914193115234376,0.027557251908396946,-0.08068702290076336,-0.04305343511450382
Asiento,1541393.0,1765877779.0276403,0.002154781494140625,-0.0010295067138671875,-0.0018674772949218749,-0.016793893129770993,-0.24068702290076338,-0.033053435114503815
Asiento,1541405.0,1765877779.0287519,0.002154781494140625,-0.0010773907470703124,-0.0018914193115234376,-0.0038931297709923667,-0.23076335877862597,-0.07267175572519084
Asiento,1541417.0,1765877779.0298228,0.0020829554443359375,-0.0010773907470703124,-0.0017717092285156248,-0.02854961832061069,-0.15061068702290076,-0.0714503816793893
Asiento,1541429.0,1765877779.030772,0.0021308394775390624,-0.0009816226806640624,-0.0017477672119140624,-0.1017557251908397,-0.1549618320610687,-0.011450381679389313
Asiento,1541441.0,1765877779.0316494,0.0023223756103515625,-0.0009337386474609374,-0.0017717092285156248,-0.182824427480916,-0.2798473282442748,0.06465648854961832
Asiento,1541453.0,1765877779.0324762,0.0021308394775390624,-0.0012210428466796874,-0.0019393033447265625,-0.21862595419847328,-0.4517557251908397,0.05419847328244275
Asiento,1541465.0,1765877779.0332603,0.0020350714111328125,-0.0012210428466796874,-0.0020111293945312496,-0.16587786259541984,-0.46946564885496184,0.05297709923664123
Asiento,1541477.0,1765877779.0340044,0.0020111293945312496,-0.0011252747802734373,-0.002154781494140625,-0.04595419847328244,-0.40053435114503816,0.02954198473282443
Asiento,1541489.0,1765877779.0347505,0.0021068974609375,-0.00124498486328125,-0.002154781494140625,0.020763358778625954,-0.2958778625954198,-0.0016030534351145038
Asiento,1541501.0,1765877779.137693,0.0020829554443359375,-0.001101332763671875,-0.0021308394775390624,0.05900763358778626,-0.23503816793893129,-0.031068702290076338
Asiento,1541513.0,1765877779.139103,0.0020829554443359375,-0.001292868896484375,-0.002154781494140625,0.0432824427480916,-0.13427480916030535,-0.0732824427480916
Asiento,1541525.0,1765877779.1404808,0.002154781494140625,-0.001292868896484375,-0.0022266075439453126,0.02946564885496183,-0.025038167938931297,-0.16381679389312978
Asiento,1541537.0,1765877779.1421585,0.0020829554443359375,-0.0009576806640625,-0.001987187377929687,0.02748091603053435,0.048091603053435114,-0.1883206106870229
Asiento,1541549.0,1765877779.1443987,0.0021068974609375,-0.00086191259765625,-0.0019393033447265625,-0.03190839694656488,-0.05366412213740458,-0.13778625954198473
Asiento,1541561.0,1765877779.1465757,0.0021787235107421873,-0.0012210428466796874,-0.001915361328125,-0.07045801526717557,-0.17961832061068703,-0.14244274809160307
Asiento,1541573.0,1765877779.1485448,0.002059013427734375,-0.0006703764648437501,-0.0022505495605468747,-0.04793893129770992,-0.23488549618320612,-0.07755725190839695
Asiento,1541585.0,1765877779.149558,0.0021068974609375,-0.0010055646972656248,-0.002274491577148437,0.02458015267175573,-0.1049618320610687,0.014351145038167938
Asiento,1541597.0,1765877779.1505344,0.0021787235107421873,-0.001101332763671875,-0.0022266075439453126,0.10778625954198473,-0.01969465648854962,0.010229007633587786
Asiento,1541609.0,1765877779.2526553,0.002154781494140625,-0.001101332763671875,-0.0021068974609375,0.1333587786259542,0.021908396946564886,0.009312977099236642
Asiento,1541621.0,1765877779.2532682,0.0020829554443359375,-0.001101332763671875,-0.0021308394775390624,0.11366412213740458,0.034809160305343506,0.009770992366412214
Asiento,1541633.0,1765877779.2538645,0.0020350714111328125,-0.001101332763671875,-0.002059013427734375,0.06618320610687023,0.02801526717557252,0.00732824427480916
Asiento,1541645.0,1765877779.254392,0.0020829554443359375,-0.0011252747802734373,-0.002059013427734375,0.03580152671755726,0.00183206106870229,-0.002366412213740458
Asiento,1541657.0,1765877779.2549462,0.0022266075439453126,-0.0010295067138671875,-0.0020111293945312496,0.06190839694656488,-0.023587786259541985,-0.0012977099236641222
Asiento,1541669.0,1765877779.255451,0.0022266075439453126,-0.0010295067138671875,-0.002059013427734375,0.08022900763358778,-0.04412213740458015,-0.004961832061068702
Asiento,1541681.0,1765877779.2559378,0.0021308394775390624,-0.00105344873046875,-0.002059013427734375,0.060305343511450386,-0.040687022900763356,-0.0012213740458015267
Asiento,1541693.0,1765877779.25638,0.0021308394775390624,-0.0010295067138671875,-0.0020350714111328125,0.02435114503816794,-0.04526717557251908,0.00366412213740458
Asiento,1541705.0,1765877779.256833,0.002154781494140625,-0.00105344873046875,-0.002059013427734375,-0.017709923664122135,-0.050458015267175575,0.009312977099236642
Asiento,1541717.0,1765877779.3596785,0.002154781494140625,-0.00105344873046875,-0.0021308394775390624,-0.03129770992366412,-0.046641221374045805,0.012977099236641221
Asiento,1541729.0,1765877779.3612008,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,-0.02564885496183206,-0.019618320610687023,0.013740458015267175
Asiento,1541741.0,1765877779.362492,0.0021308394775390624,-0.001101332763671875,-0.0021308394775390624,-0.01801526717557252,0.004427480916030534,0.009083969465648855
Asiento,1541753.0,1765877779.363618,0.0021068974609375,-0.00105344873046875,-0.0021068974609375,-0.01595419847328244,0.027709923664122137,0.006793893129770992
Asiento,1541765.0,1765877779.3646092,0.0021787235107421873,-0.0010055646972656248,-0.002059013427734375,-0.029770992366412213,0.02083969465648855,0.01381679389312977
Asiento,1541777.0,1765877779.3655298,0.0021308394775390624,-0.001101332763671875,-0.002059013427734375,-0.03183206106870229,-0.004809160305343512,0.009694656488549619
Asiento,1541789.0,1765877779.3664107,0.0021068974609375,-0.0010773907470703124,-0.0021068974609375,-0.018091603053435115,-0.027404580152671755,0.009083969465648855
Asiento,1541801.0,1765877779.367232,0.0021068974609375,-0.001101332763671875,-0.002059013427734375,0.011755725190839695,-0.0382442748091603,0.00732824427480916
Asiento,1541813.0,1765877779.3680444,0.002154781494140625,-0.0010773907470703124,-0.0021068974609375,0.019389312977099237,-0.03793893129770992,0.003816793893129771
Asiento,1541825.0,1765877779.3687823,0.002154781494140625,-0.0010773907470703124,-0.0021068974609375,0.02282442748091603,-0.03618320610687023,-0.0007633587786259542
Asiento,1541837.0,1765877779.4721203,0.002154781494140625,-0.0010773907470703124,-0.0021308394775390624,0.018931297709923665,-0.02763358778625954,0.0026717557251908397
Asiento,1541849.0,1765877779.4736772,0.002154781494140625,-0.0010773907470703124,-0.0020829554443359375,0.008854961832061067,-0.01587786259541985,0.0006870229007633588
Asiento,1541861.0,1765877779.4749355,0.002154781494140625,-0.0010773907470703124,-0.0021068974609375,-0.0040458015267175575,-0.005877862595419847,0.000916030534351145
Asiento,1541873.0,1765877779.4760954,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,-0.004274809160305344,-0.009541984732824428,0.0057251908396946565
Asiento,1541885.0,1765877779.477074,0.0021308394775390624,-0.001101332763671875,-0.0020829554443359375,-0.009465648854961832,-0.017633587786259543,0.004885496183206107
Asiento,1541897.0,1765877779.4779625,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,-0.010763358778625954,-0.0012977099236641222,0.004961832061068702
Asiento,1541909.0,1765877779.4787865,0.0021308394775390624,-0.001101332763671875,-0.0021068974609375,-0.0057251908396946565,0.01610687022900763,0.003129770992366412
Asiento,1541921.0,1765877779.4796658,0.002154781494140625,-0.0010773907470703124,-0.0021308394775390624,-0.011221374045801527,0.04366412213740458,0.002137404580152672
Asiento,1541933.0,1765877779.480467,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,-0.0008396946564885496,0.04152671755725191,0.0
Asiento,1541945.0,1765877779.5838103,0.0021308394775390624,-0.001101332763671875,-0.0020829554443359375,0.008396946564885497,0.020916030534351145,0.003435114503816794
Asiento,1541957.0,1765877779.584934,0.0021308394775390624,-0.001101332763671875,-0.0021068974609375,0.01687022900763359,0.008320610687022901,0.00366412213740458
Asiento,1541969.0,1765877779.5860963,0.0021068974609375,-0.001101332763671875,-0.0021068974609375,0.01984732824427481,0.00816793893129771,0.0024427480916030535
Asiento,1541981.0,1765877779.587385,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,0.01931297709923664,0.013282442748091603,-0.002519083969465649
Asiento,1541993.0,1765877779.588704,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,0.017938931297709924,0.023282442748091603,-0.0035877862595419846
Asiento,1542005.0,1765877779.5898917,0.0021308394775390624,-0.001101332763671875,-0.0021068974609375,0.02099236641221374,0.024122137404580152,-0.008473282442748092
Asiento,1542017.0,1765877779.5909462,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,0.022290076335877863,0.020610687022900764,-0.010305343511450382
Asiento,1542029.0,1765877779.5919192,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,0.020610687022900764,0.017099236641221375,-0.008625954198473281
Asiento,1542041.0,1765877779.5928292,0.002154781494140625,-0.0010773907470703124,-0.0020829554443359375,0.012900763358778626,0.01587786259541985,-0.005267175572519083
Asiento,1542053.0,1765877779.6965768,0.0021308394775390624,-0.00105344873046875,-0.002059013427734375,0.0,0.007786259541984733,0.0016793893129770992
Asiento,1542065.0,1765877779.698102,0.002154781494140625,-0.0010773907470703124,-0.002059013427734375,-0.011145038167938931,-0.007175572519083969,0.0035877862595419846
Asiento,1542077.0,1765877779.6992548,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,-0.01732824427480916,-0.01,0.006870229007633588
Asiento,1542089.0,1765877779.700304,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,-0.01969465648854962,-0.006793893129770992,0.0064885496183206106
Asiento,1542101.0,1765877779.701282,0.0021308394775390624,-0.00105344873046875,-0.0020829554443359375,-0.011908396946564885,-0.006259541984732824,0.009465648854961832
Asiento,1542113.0,1765877779.7021668,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,-0.012595419847328244,-0.004580152671755725,0.006641221374045801
Asiento,1542125.0,1765877779.7029972,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,-0.0015267175572519084,-0.00450381679389313,0.0015267175572519084
Asiento,1542137.0,1765877779.7038066,0.002154781494140625,-0.0010773907470703124,-0.0021068974609375,0.004198473282442748,0.0015267175572519084,-0.00366412213740458
Asiento,1542149.0,1765877779.7045367,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,0.00633587786259542,0.01580152671755725,-0.006412213740458015
Asiento,1542161.0,1765877779.7052493,0.002154781494140625,-0.0010773907470703124,-0.0020350714111328125,0.014809160305343511,0.023206106870229008,-0.004198473282442748
Asiento,1542173.0,1765877779.8085566,0.0021308394775390624,-0.00105344873046875,-0.0020350714111328125,0.017938931297709924,0.007862595419847329,0.0003053435114503817
Asiento,1542185.0,1765877779.8099382,0.0021068974609375,-0.0010773907470703124,-0.002059013427734375,0.022442748091603053,-0.014351145038167938,0.008320610687022901
Asiento,1542197.0,1765877779.8110673,0.0021308394775390624,-0.0010773907470703124,-0.002059013427734375,0.012900763358778626,-0.025419847328244274,0.0038931297709923667
Asiento,1542209.0,1765877779.8121314,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,0.005572519083969466,-0.022061068702290076,0.006412213740458015
Asiento,1542221.0,1765877779.8130865,0.002154781494140625,-0.00105344873046875,-0.0020829554443359375,-0.0024427480916030535,-0.008244274809160306,0.005877862595419847
Asiento,1542233.0,1765877779.8139791,0.0021308394775390624,-0.0010773907470703124,-0.0021068974609375,-0.010381679389312977,0.010076335877862596,0.003435114503816794
Asiento,1542245.0,1765877779.814833,0.0021068974609375,-0.001101332763671875,-0.0021068974609375,-0.0053435114503816794,0.023893129770992366,0.001450381679389313
Asiento,1542257.0,1765877779.8156002,0.0021308394775390624,-0.001101332763671875,-0.0021068974609375,0.002137404580152672,0.024274809160305343,-0.0029770992366412214
Asiento,1542269.0,1765877779.816343,0.002154781494140625,-0.0010773907470703124,-0.0021068974609375,0.014885496183206106,0.01885496183206107,-0.008396946564885497
Asiento,1542281.0,1765877779.9196813,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,0.02847328244274809,0.015343511450381677,-0.00916030534351145
Asiento,1542293.0,1765877779.921063,0.0021308394775390624,-0.001101332763671875,-0.002059013427734375,0.04083969465648855,0.01885496183206107,-0.008931297709923663
Asiento,1542305.0,1765877779.9222171,0.0021308394775390624,-0.0010773907470703124,-0.002059013427734375,0.04847328244274809,0.006717557251908397,-0.004809160305343512
Asiento,1542317.0,1765877779.9232602,0.0021308394775390624,-0.00105344873046875,-0.0020350714111328125,0.04183206106870229,-0.00801526717557252,-0.0011450381679389313
Asiento,1542329.0,1765877779.924211,0.002154781494140625,-0.00105344873046875,-0.0020350714111328125,0.027557251908396946,-0.014122137404580154,-0.0004580152671755725
Asiento,1542341.0,1765877779.9250743,0.002154781494140625,-0.0010773907470703124,-0.002059013427734375,0.005801526717557252,-0.009694656488549619,0.00022900763358778625
Asiento,1542353.0,1765877779.9259148,0.0021308394775390624,-0.00105344873046875,-0.0020829554443359375,-0.01282442748091603,-0.0020610687022900765,0.0012977099236641222
Asiento,1542365.0,1765877779.926685,0.0021308394775390624,-0.0010773907470703124,-0.002059013427734375,-0.018091603053435115,0.00183206106870229,0.002213740458015267
Asiento,1542377.0,1765877779.927419,0.002154781494140625,-0.0010773907470703124,-0.0020829554443359375,-0.018473282442748092,0.0015267175572519084,0.0015267175572519084
Asiento,1542389.0,1765877780.0309033,0.002154781494140625,-0.0010773907470703124,-0.0021068974609375,-0.011526717557251908,0.006412213740458015,-0.003435114503816794
Asiento,1542401.0,1765877780.0322986,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,-0.007251908396946565,0.006717557251908397,-0.008396946564885497
Asiento,1542413.0,1765877780.033421,0.0021068974609375,-0.0010773907470703124,-0.0020829554443359375,0.00732824427480916,0.004274809160305344,-0.00732824427480916
Asiento,1542425.0,1765877780.0344808,0.0021308394775390624,-0.0010773907470703124,-0.002059013427734375,0.01984732824427481,-0.002137404580152672,-0.009618320610687023
Asiento,1542437.0,1765877780.0354307,0.002154781494140625,-0.0010773907470703124,-0.0020829554443359375,0.024198473282442748,0.004961832061068702,-0.007251908396946565
Asiento,1542449.0,1765877780.03632,0.002154781494140625,-0.00105344873046875,-0.0020350714111328125,0.021374045801526718,-0.0011450381679389313,-0.0037404580152671754
Asiento,1542461.0,1765877780.0371466,0.002154781494140625,-0.00105344873046875,-0.002059013427734375,0.008549618320610687,-0.0061068702290076335,-0.002213740458015267
Asiento,1542473.0,1765877780.03795,0.0021308394775390624,-0.00105344873046875,-0.0020350714111328125,-0.0011450381679389313,-0.00549618320610687,0.003435114503816794
Asiento,1542485.0,1765877780.0387053,0.0021308394775390624,-0.0010773907470703124,-0.002059013427734375,-0.004885496183206107,-0.008244274809160306,0.005648854961832061
Asiento,1542497.0,1765877780.141794,0.0021308394775390624,-0.00105344873046875,-0.0020350714111328125,-0.005648854961832061,-0.015725190839694658,0.006870229007633588
Asiento,1542509.0,1765877780.1430285,0.0021308394775390624,-0.00105344873046875,-0.002059013427734375,-0.005648854961832061,-0.023282442748091603,0.0074045801526717555
Asiento,1542521.0,1765877780.1440885,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,-0.005954198473282443,-0.030076335877862594,0.005190839694656489
Asiento,1542533.0,1765877780.1450832,0.0021068974609375,-0.0010773907470703124,-0.0020829554443359375,-0.00916030534351145,-0.024122137404580152,0.004351145038167938
Asiento,1542545.0,1765877780.1459966,0.0021308394775390624,-0.0010773907470703124,-0.002059013427734375,-0.010152671755725191,-0.014580152671755725,0.003435114503816794
Asiento,1542557.0,1765877780.1468334,0.0021308394775390624,-0.0010773907470703124,-0.002059013427734375,-0.0016030534351145038,-0.011221374045801527,0.004427480916030534
Asiento,1542569.0,1765877780.1476038,0.002154781494140625,-0.0010773907470703124,-0.002059013427734375,0.002366412213740458,-0.014427480916030534,0.008091603053435115
Asiento,1542581.0,1765877780.1483874,0.0021308394775390624,-0.00105344873046875,-0.0020350714111328125,0.0011450381679389313,-0.03282442748091603,0.01648854961832061
Asiento,1542593.0,1765877780.1491082,0.0021308394775390624,-0.0010295067138671875,-0.001987187377929687,-0.011526717557251908,-0.07374045801526717,0.03404580152671756
Asiento,1542605.0,1765877780.1498036,0.0021308394775390624,-0.0010295067138671875,-0.0020350714111328125,-0.024427480916030534,-0.10900763358778626,0.053511450381679385
Asiento,1542617.0,1765877780.25395,0.002154781494140625,-0.00105344873046875,-0.002059013427734375,-0.03557251908396947,-0.1150381679389313,0.06442748091603052
Asiento,1542629.0,1765877780.255234,0.0021308394775390624,-0.0010773907470703124,-0.0021308394775390624,-0.03847328244274809,-0.09320610687022901,0.05702290076335877
Asiento,1542641.0,1765877780.2563503,0.002154781494140625,-0.001101332763671875,-0.002154781494140625,-0.026870229007633587,-0.06541984732824428,0.046641221374045805
Asiento,1542653.0,1765877780.2573056,0.0021068974609375,-0.0010773907470703124,-0.0021787235107421873,-0.009389312977099237,-0.04633587786259542,0.030000000000000002
Asiento,1542665.0,1765877780.2581823,0.002154781494140625,-0.0011731588134765625,-0.002154781494140625,0.007251908396946565,-0.02297709923664122,0.018931297709923665
Asiento,1542677.0,1765877780.2590303,0.0021308394775390624,-0.0011252747802734373,-0.002154781494140625,0.026946564885496183,-0.0037404580152671754,-0.002213740458015267
Asiento,1542689.0,1765877780.2598228,0.0021308394775390624,-0.001101332763671875,-0.0021308394775390624,0.047862595419847324,0.0116793893129771,-0.009618320610687023
Asiento,1542701.0,1765877780.2605503,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,0.046564885496183206,0.018931297709923665,-0.01198473282442748
Asiento,1542713.0,1765877780.2612438,0.0021787235107421873,-0.001101332763671875,-0.0020829554443359375,0.02282442748091603,0.02946564885496183,0.0022900763358778627
Asiento,1542725.0,1765877780.364647,0.0021308394775390624,-0.0010295067138671875,-0.002059013427734375,0.0019083969465648854,0.01587786259541985,-0.00366412213740458
Asiento,1542737.0,1765877780.3660197,0.0021308394775390624,-0.0010295067138671875,-0.0020829554443359375,-0.017709923664122135,-0.0008396946564885496,0.001068702290076336
Asiento,1542749.0,1765877780.3671846,0.0021308394775390624,-0.00105344873046875,-0.0020829554443359375,-0.018473282442748092,0.003129770992366412,0.004351145038167938
Asiento,1542761.0,1765877780.3682017,0.0021068974609375,-0.0010773907470703124,-0.0021068974609375,-0.01,0.008931297709923663,0.006717557251908397
Asiento,1542773.0,1765877780.3691688,0.0021308394775390624,-0.0010773907470703124,-0.0020829554443359375,-0.0017557251908396948,0.014427480916030534,0.007251908396946565
Asiento,1542785.0,1765877780.3700404,0.0021068974609375,-0.001101332763671875,-0.0021308394775390624,-0.002213740458015267,0.027404580152671755,0.006946564885496183
Asiento,1542797.0,1765877780.370856,0.0021068974609375,-0.001101332763671875,-0.0020829554443359375,-0.0024427480916030535,0.04251908396946565,0.009083969465648855
Asiento,1542809.0,1765877780.371606,0.0021068974609375,-0.001101332763671875,-0.0021068974609375,0.0035877862595419846,0.04206106870229007,0.01366412213740458
