ubicacion,t_ms,pc_time_s,tiempo_s,ax_ms2,ay_ms2,az_ms2,gx_dps,gy_dps,gz_dps,gps_lat,gps_lon,gps_alt_m,gps_sats,gps_fix,gps_hdop,velocidad
Suelo,48113.0,1766060552.2778401,0.07377266883850098,4.7884033203125e-05,-7.182604980468749e-05,-0.0,0.008396946564885497,0.0074045801526717555,-0.008778625954198472,,,,,,,
Suelo,48125.0,1766060552.2785647,0.07449722290039062,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009923664122137405,0.005877862595419847,-0.00900763358778626,,,,,,,
Suelo,48137.0,1766060552.279657,0.07558941841125488,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.008931297709923663,0.007709923664122137,-0.009618320610687023,,,,,,,
Suelo,48149.0,1766060552.2806115,0.07654404640197754,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.010152671755725191,0.00633587786259542,-0.008931297709923663,,,,,,,
Suelo,48161.0,1766060552.282495,0.07842755317687988,2.39420166015625e-05,-4.7884033203125e-05,-2.39420166015625e-05,0.009618320610687023,0.006717557251908397,-0.009312977099236642,,,,,,,
Suelo,48173.0,1766060552.2847703,0.0807027816772461,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009541984732824428,0.007786259541984733,-0.00916030534351145,,,,,,,
Suelo,48185.0,1766060552.2870414,0.08297395706176758,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009236641221374046,0.005877862595419847,-0.00900763358778626,,,,,,,
Suelo,48197.0,1766060552.2899535,0.08588600158691406,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.00916030534351145,0.007862595419847329,-0.009541984732824428,,,,,,,
Suelo,48214.0,1766060552.2924738,0.08840632438659668,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.010381679389312977,0.007557251908396946,-0.009236641221374046,,,,,,,
Suelo,48226.0,1766060552.2947075,0.09064006805419922,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.008549618320610687,0.0061068702290076335,-0.008396946564885497,,,,,,,
Suelo,48238.0,1766060552.296856,0.0927884578704834,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.008549618320610687,0.006412213740458015,-0.009389312977099237,,,,,,,
Suelo,48250.0,1766060552.299414,0.09534645080566406,4.7884033203125e-05,-4.7884033203125e-05,2.39420166015625e-05,0.010229007633587786,0.00633587786259542,-0.009312977099236642,,,,,,,
Suelo,48262.0,1766060552.3015852,0.09751772880554199,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009236641221374046,0.007862595419847329,-0.009541984732824428,,,,,,,
Suelo,48274.0,1766060552.3023534,0.09828591346740723,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.008625954198473281,0.007022900763358779,-0.009465648854961832,,,,,,,
Suelo,48286.0,1766060552.3031127,0.0990452766418457,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009694656488549619,0.007938931297709924,-0.01,,,,,,,
Suelo,48298.0,1766060552.3038082,0.09974074363708496,4.7884033203125e-05,-4.7884033203125e-05,-0.0,0.00916030534351145,0.00732824427480916,-0.00916030534351145,,,,,,,
Suelo,48310.0,1766060552.3052795,0.1012120246887207,4.7884033203125e-05,-4.7884033203125e-05,-0.0,0.009465648854961832,0.00618320610687023,-0.009694656488549619,,,,,,,
Suelo,48322.0,1766060552.3077664,0.1036989688873291,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.008702290076335877,0.007175572519083969,-0.01,,,,,,,
Suelo,48334.0,1766060552.3103619,0.10629439353942871,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.010610687022900763,0.006412213740458015,-0.00984732824427481,,,,,,,
Suelo,48346.0,1766060552.3131258,0.10905838012695312,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009541984732824428,0.006641221374045801,-0.010229007633587786,,,,,,,
Suelo,48358.0,1766060552.3158753,0.11180782318115234,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.008702290076335877,0.00816793893129771,-0.008473282442748092,,,,,,,
Suelo,48370.0,1766060552.3187146,0.11464715003967285,2.39420166015625e-05,-7.182604980468749e-05,-0.0,0.00984732824427481,0.006259541984732824,-0.009465648854961832,,,,,,,
Suelo,48382.0,1766060552.3213594,0.11729192733764648,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.010076335877862596,0.00816793893129771,-0.01,,,,,,,
Suelo,48394.0,1766060552.3255625,0.12149500846862793,2.39420166015625e-05,-7.182604980468749e-05,-0.0,0.008854961832061067,0.005877862595419847,-0.009694656488549619,,,,,,,
Suelo,48406.0,1766060552.3403263,0.13625884056091309,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.010763358778625954,0.0064885496183206106,-0.01,,,,,,,
Suelo,48418.0,1766060552.3501177,0.14605021476745605,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.008396946564885497,0.008625954198473281,-0.009541984732824428,,,,,,,
Suelo,48430.0,1766060552.3602395,0.1561720371246338,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.010458015267175573,0.007709923664122137,-0.008549618320610687,,,,,,,
Suelo,48442.0,1766060552.3725154,0.16844797134399414,2.39420166015625e-05,-7.182604980468749e-05,-0.0,0.009694656488549619,0.006717557251908397,-0.009541984732824428,,,,,,,
Suelo,48454.0,1766060552.383996,0.17992854118347168,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009541984732824428,0.005801526717557252,-0.010152671755725191,,,,,,,
Suelo,48466.0,1766060552.3963122,0.1922447681427002,2.39420166015625e-05,-4.7884033203125e-05,-2.39420166015625e-05,0.009923664122137405,0.00801526717557252,-0.00916030534351145,,,,,,,
Suelo,48478.0,1766060552.4336803,0.2296128273010254,0.0,-4.7884033203125e-05,0.0,0.00900763358778626,0.006259541984732824,-0.009236641221374046,,,,,,,
Suelo,48490.0,1766060552.437386,0.23331856727600098,2.39420166015625e-05,-4.7884033203125e-05,-2.39420166015625e-05,0.01,0.00732824427480916,-0.009465648854961832,,,,,,,
Suelo,48502.0,1766060552.4501657,0.24609827995300293,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.008854961832061067,0.00816793893129771,-0.010687022900763359,,,,,,,
Suelo,48514.0,1766060552.4596531,0.2555856704711914,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.010381679389312977,0.005419847328244275,-0.009618320610687023,,,,,,,
Suelo,48526.0,1766060552.4802146,0.27614712715148926,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009541984732824428,0.008396946564885497,-0.01,,,,,,,
Suelo,48538.0,1766060552.5131319,0.3090643882751465,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.008473282442748092,0.006412213740458015,-0.009923664122137405,,,,,,,
Suelo,48550.0,1766060552.539657,0.3355896472930908,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.010152671755725191,0.006412213740458015,-0.009236641221374046,,,,,,,
Suelo,48562.0,1766060552.5412533,0.3371858596801758,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.008473282442748092,0.007633587786259542,-0.008625954198473281,,,,,,,
Suelo,48574.0,1766060552.5430355,0.33896803855895996,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009083969465648855,0.005648854961832061,-0.008320610687022901,,,,,,,
Suelo,48586.0,1766060552.5466924,0.3426249027252197,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.008625954198473281,0.007557251908396946,-0.009618320610687023,,,,,,,
Suelo,48598.0,1766060552.5480058,0.34393835067749023,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009236641221374046,0.007175572519083969,-0.009465648854961832,,,,,,,
Suelo,48610.0,1766060552.5508022,0.34673476219177246,2.39420166015625e-05,-7.182604980468749e-05,-0.0,0.009541984732824428,0.007557251908396946,-0.01,,,,,,,
Suelo,48622.0,1766060552.5616524,0.35758495330810547,0.0,-4.7884033203125e-05,2.39420166015625e-05,0.009236641221374046,0.006412213740458015,-0.00984732824427481,,,,,,,
Suelo,48634.0,1766060552.5861578,0.38209033012390137,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.010229007633587786,0.0074045801526717555,-0.009236641221374046,,,,,,,
Suelo,48646.0,1766060552.5897882,0.38572072982788086,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.010152671755725191,0.007633587786259542,-0.009389312977099237,,,,,,,
Suelo,48658.0,1766060552.6012175,0.39715003967285156,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.01,0.007175572519083969,-0.008702290076335877,,,,,,,
Suelo,48670.0,1766060552.6039145,0.39984703063964844,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009465648854961832,0.006717557251908397,-0.00900763358778626,,,,,,,
Suelo,48682.0,1766060552.6114922,0.4074246883392334,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009083969465648855,0.0061068702290076335,-0.008931297709923663,,,,,,,
Suelo,48694.0,1766060552.6235096,0.41944217681884766,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009618320610687023,0.0074045801526717555,-0.009389312977099237,,,,,,,
Suelo,48706.0,1766060552.6369696,0.43290209770202637,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009618320610687023,0.007633587786259542,-0.009312977099236642,,,,,,,
Suelo,48718.0,1766060552.6472979,0.44323039054870605,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.010381679389312977,0.0064885496183206106,-0.009312977099236642,,,,,,,
Suelo,48730.0,1766060552.6623938,0.4583263397216797,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.010152671755725191,0.006030534351145038,-0.008625954198473281,,,,,,,
Suelo,48742.0,1766060552.6721232,0.46805572509765625,2.39420166015625e-05,-4.7884033203125e-05,-2.39420166015625e-05,0.00984732824427481,0.00801526717557252,-0.009618320610687023,,,,,,,
Suelo,48754.0,1766060552.6835384,0.47947096824645996,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.009389312977099237,0.00732824427480916,-0.009618320610687023,,,,,,,
Suelo,48766.0,1766060552.6958911,0.491823673248291,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.010687022900763359,0.006793893129770992,-0.009694656488549619,,,,,,,
Suelo,48778.0,1766060552.7075083,0.5034408569335938,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009236641221374046,0.007633587786259542,-0.010152671755725191,,,,,,,
Suelo,48790.0,1766060552.7192976,0.5152301788330078,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.01099236641221374,0.00816793893129771,-0.009465648854961832,,,,,,,
Suelo,48802.0,1766060552.7318459,0.5277783870697021,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009923664122137405,0.006946564885496183,-0.009618320610687023,,,,,,,
Suelo,48814.0,1766060552.7453141,0.5412466526031494,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.008931297709923663,0.008854961832061067,-0.009389312977099237,,,,,,,
Suelo,48826.0,1766060552.7585428,0.5544753074645996,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009389312977099237,0.007175572519083969,-0.010152671755725191,,,,,,,
Suelo,48838.0,1766060552.768355,0.5642874240875244,0.0,-4.7884033203125e-05,0.0,0.008702290076335877,0.007480916030534351,-0.009236641221374046,,,,,,,
Suelo,48850.0,1766060552.797854,0.5937864780426025,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.00916030534351145,0.006717557251908397,-0.009465648854961832,,,,,,,
Suelo,48862.0,1766060552.8037424,0.5996749401092529,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.008854961832061067,0.007175572519083969,-0.009465648854961832,,,,,,,
Suelo,48874.0,1766060552.8067098,0.602642297744751,0.0,-7.182604980468749e-05,-2.39420166015625e-05,0.008244274809160306,0.008091603053435115,-0.00984732824427481,,,,,,,
Suelo,48886.0,1766060552.8319097,0.6278421878814697,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.01,0.007175572519083969,-0.010458015267175573,,,,,,,
Suelo,48898.0,1766060552.8410456,0.6369781494140625,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.007709923664122137,0.006946564885496183,-0.009770992366412214,,,,,,,
Suelo,48910.0,1766060552.8452334,0.6411659717559814,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.008931297709923663,0.006259541984732824,-0.009465648854961832,,,,,,,
Suelo,48922.0,1766060552.8532221,0.6491546630859375,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.00916030534351145,0.006946564885496183,-0.008473282442748092,,,,,,,
Suelo,48934.0,1766060552.896406,0.6923384666442871,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009389312977099237,0.006412213740458015,-0.009389312977099237,,,,,,,
Suelo,48946.0,1766060552.9265893,0.7225217819213867,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009389312977099237,0.007633587786259542,-0.00916030534351145,,,,,,,
Suelo,48958.0,1766060552.930999,0.7269315719604492,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.008931297709923663,0.006412213740458015,-0.009618320610687023,,,,,,,
Suelo,48970.0,1766060552.9332619,0.7291944026947021,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.00984732824427481,0.00633587786259542,-0.010534351145038166,,,,,,,
Suelo,48982.0,1766060552.9392831,0.7352156639099121,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.009618320610687023,0.005954198473282443,-0.00900763358778626,,,,,,,
Suelo,48994.0,1766060552.9432626,0.7391951084136963,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009618320610687023,0.008931297709923663,-0.010534351145038166,,,,,,,
Suelo,49006.0,1766060552.944924,0.7408566474914551,2.39420166015625e-05,-7.182604980468749e-05,-0.0,0.008931297709923663,0.0064885496183206106,-0.010076335877862596,,,,,,,
Suelo,49018.0,1766060552.949673,0.74560546875,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.00816793893129771,0.006793893129770992,-0.009083969465648855,,,,,,,
Suelo,49030.0,1766060552.9657848,0.7617173194885254,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.010076335877862596,0.00816793893129771,-0.010763358778625954,,,,,,,
Suelo,49042.0,1766060552.9911056,0.7870380878448486,2.39420166015625e-05,-4.7884033203125e-05,4.7884033203125e-05,0.009389312977099237,0.006259541984732824,-0.00900763358778626,,,,,,,
Suelo,49054.0,1766060552.996952,0.7928845882415771,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009694656488549619,0.008396946564885497,-0.008778625954198472,,,,,,,
Suelo,49066.0,1766060553.0012248,0.7971572875976562,2.39420166015625e-05,-7.182604980468749e-05,-0.0,0.009923664122137405,0.007557251908396946,-0.008702290076335877,,,,,,,
Suelo,49078.0,1766060553.0084898,0.8044223785400391,2.39420166015625e-05,-7.182604980468749e-05,-2.39420166015625e-05,0.009465648854961832,0.00732824427480916,-0.009618320610687023,,,,,,,
Suelo,49090.0,1766060553.0506654,0.8465979099273682,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.00916030534351145,0.006717557251908397,-0.01,,,,,,,
Suelo,49102.0,1766060553.0854497,0.8813822269439697,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009389312977099237,0.006412213740458015,-0.01,,,,,,,
Suelo,49114.0,1766060553.101463,0.8973956108093262,2.39420166015625e-05,-7.182604980468749e-05,-0.0,0.009618320610687023,0.005419847328244275,-0.010076335877862596,,,,,,,
Suelo,49126.0,1766060553.1155996,0.9115321636199951,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.008931297709923663,0.008320610687022901,-0.010076335877862596,,,,,,,
Suelo,49138.0,1766060553.1218429,0.9177753925323486,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.009465648854961832,0.0074045801526717555,-0.009312977099236642,,,,,,,
Suelo,49150.0,1766060553.1243093,0.9202418327331543,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009694656488549619,0.007099236641221375,-0.009236641221374046,,,,,,,
Suelo,49162.0,1766060553.1272826,0.9232151508331299,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.008549618320610687,0.006564885496183206,-0.00916030534351145,,,,,,,
Suelo,49174.0,1766060553.1297626,0.9256951808929443,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009770992366412214,0.006870229007633588,-0.010152671755725191,,,,,,,
Suelo,49186.0,1766060553.1308165,0.9267489910125732,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009465648854961832,0.007862595419847329,-0.01,,,,,,,
Suelo,49198.0,1766060553.1318376,0.9277701377868652,2.39420166015625e-05,-2.39420166015625e-05,2.39420166015625e-05,0.009770992366412214,0.006641221374045801,-0.009694656488549619,,,,,,,
Suelo,49210.0,1766060553.1686778,0.9646103382110596,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.010534351145038166,0.006870229007633588,-0.00900763358778626,,,,,,,
Suelo,49222.0,1766060553.1746862,0.970618724822998,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.008854961832061067,0.007709923664122137,-0.009923664122137405,,,,,,,
Suelo,49234.0,1766060553.1809392,0.9768717288970947,0.0,-4.7884033203125e-05,0.0,0.009541984732824428,0.007480916030534351,-0.010687022900763359,,,,,,,
Suelo,49246.0,1766060553.1822157,0.9781482219696045,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.008854961832061067,0.006793893129770992,-0.00900763358778626,,,,,,,
Suelo,49258.0,1766060553.1895368,0.9854693412780762,2.39420166015625e-05,-7.182604980468749e-05,-0.0,0.008702290076335877,0.006717557251908397,-0.010687022900763359,,,,,,,
Suelo,49270.0,1766060553.2192256,1.0151581764221191,0.0,-4.7884033203125e-05,2.39420166015625e-05,0.01,0.006412213740458015,-0.010687022900763359,,,,,,,
Suelo,49282.0,1766060553.2216027,1.0175352096557617,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.009618320610687023,0.006259541984732824,-0.009770992366412214,,,,,,,
Suelo,49294.0,1766060553.2275527,1.0234851837158203,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.00916030534351145,0.007022900763358779,-0.010076335877862596,,,,,,,
Suelo,49306.0,1766060553.23837,1.0343024730682373,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.008625954198473281,0.006412213740458015,-0.01,,,,,,,
Suelo,49318.0,1766060553.2532048,1.0491373538970947,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.00916030534351145,0.006946564885496183,-0.009312977099236642,,,,,,,
Suelo,49330.0,1766060553.2635884,1.059520959854126,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.008854961832061067,0.006564885496183206,-0.009083969465648855,,,,,,,
Suelo,49342.0,1766060553.27221,1.0681424140930176,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.008320610687022901,0.005954198473282443,-0.009923664122137405,,,,,,,
Suelo,49354.0,1766060553.2979426,1.0938751697540283,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009541984732824428,0.00618320610687023,-0.008931297709923663,,,,,,,
Suelo,49366.0,1766060553.3046436,1.1005761623382568,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.00916030534351145,0.006412213740458015,-0.009236641221374046,,,,,,,
Suelo,49378.0,1766060553.3120968,1.1080293655395508,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.009541984732824428,0.007099236641221375,-0.008702290076335877,,,,,,,
Suelo,49390.0,1766060553.3334763,1.129408836364746,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.009389312977099237,0.004885496183206107,-0.009694656488549619,,,,,,,
Suelo,49402.0,1766060553.3392587,1.1351912021636963,2.39420166015625e-05,-7.182604980468749e-05,0.0,0.010152671755725191,0.0064885496183206106,-0.009923664122137405,,,,,,,
Suelo,49414.0,1766060553.3545728,1.1505053043365479,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.010076335877862596,0.006946564885496183,-0.009465648854961832,,,,,,,
Suelo,49426.0,1766060553.3566825,1.1526150703430176,4.7884033203125e-05,-4.7884033203125e-05,-2.39420166015625e-05,0.009389312977099237,0.006412213740458015,-0.009236641221374046,,,,,,,
Suelo,49438.0,1766060553.3693721,1.1653046607971191,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.009923664122137405,0.006641221374045801,-0.009541984732824428,,,,,,,
Suelo,49450.0,1766060553.381895,1.1778275966644287,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009618320610687023,0.007862595419847329,-0.00900763358778626,,,,,,,
Suelo,49462.0,1766060553.3973515,1.193284034729004,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.010076335877862596,0.007480916030534351,-0.01,,,,,,,
Suelo,49474.0,1766060553.4041443,1.2000768184661865,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.008854961832061067,0.007175572519083969,-0.008702290076335877,,,,,,,
Suelo,49486.0,1766060553.4578059,1.2537384033203125,2.39420166015625e-05,-4.7884033203125e-05,-2.39420166015625e-05,0.009541984732824428,0.007633587786259542,-0.009389312977099237,,,,,,,
Suelo,49498.0,1766060553.498968,1.2949004173278809,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.00984732824427481,0.005877862595419847,-0.008473282442748092,,,,,,,
Suelo,49510.0,1766060553.5292335,1.3251659870147705,2.39420166015625e-05,-4.7884033203125e-05,-2.39420166015625e-05,0.00900763358778626,0.007557251908396946,-0.01,,,,,,,
Suelo,49522.0,1766060553.5327091,1.328641653060913,2.39420166015625e-05,-7.182604980468749e-05,2.39420166015625e-05,0.009465648854961832,0.008320610687022901,-0.008854961832061067,,,,,,,
Suelo,49534.0,1766060553.5345085,1.3304409980773926,2.39420166015625e-05,-4.7884033203125e-05,-0.0,0.008473282442748092,0.006946564885496183,-0.00984732824427481,,,,,,,
Suelo,49546.0,1766060553.5355935,1.3315260410308838,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.00801526717557252,0.006946564885496183,-0.010610687022900763,,,,,,,
Suelo,49558.0,1766060553.536588,1.3325204849243164,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009083969465648855,0.007251908396946565,-0.00916030534351145,,,,,,,
Suelo,49570.0,1766060553.5375504,1.3334829807281494,2.39420166015625e-05,-4.7884033203125e-05,0.0,0.009465648854961832,0.0074045801526717555,-0.00900763358778626,,,,,,,
Suelo,49582.0,1766060553.538743,1.3346755504608154,2.39420166015625e-05,-4.7884033203125e-05,2.39420166015625e-05,0.00916030534351145,0.007633587786259542,-0.010687022900763359,,,,,,,
